Song Title,Movie/Album,Composer,Language,Lyrics
Yenga Pona Raasa,Maryan,A.R. Rahman,Tamil (English Script),"Enga pona raasa
Saayangaalam aachae
Enga pona raasa
Saayangaalam aachae
Kanji aari pochu
Nenju yeri vaayen
Neeyum naanum saentha
Neeyum naanum saentha
Vaanam kondaadum
cndha vaanam kondaadum
Neeyum naanum saentha
Vaazhkai varamaagum
Indha vaazhkai varamaagum
Enna seiya raasa
Unmaththam aachae
Enga pona raasa
Kaalam enakkul uraiyudhu
Kanneer kadalodu kalakkuthu
Un mugam un udal theduthu
Yeno enakenna kedu idhu
Enga pona raasa
Naan enna seiya raasa
Enga pona raasa
Naan enna seiya raasa
En vayasu veenaaguthu
Enga pona raasa
Saayangaalam aachae
Kanji aari pochu
Nenju yeri vaayen
Neeyum naanum saentha
Neeyum naanum saentha
Vaanam kondaadum
cndha vaanam kondaadum
Neeyum naanum saentha
Vaazhkai varamaagum
Indha vaazhkai varamaagum
Enna seiya raasa
Saayangaalam aachae"
Chithirai Nela,Kadal,A.R. Rahman,Tamil (English Script),"Chithirai Nila. Orae Nilaa.
Parantha Vaanam. Padacha Kadavulu.
Ellame Othaiyile Nikkuthude.
Nee Kooda Othaiyile Nikkurade.
Ettu Vai Makka. Ettu Vachu Aagasam.
Thottu Vai Makka.

Chithirai Nila. Orae Nilaa.
Parantha Vaanam. Padacha Kadavulu.
Ellame Othaiyile Nikkuthude.
Nee Kooda Othaiyile Nikkurade.
Ettu Vai Makka. Ettu Vachu Aagasam.
Thottu Vai Makka.

Manithan Ninaithaan Vazhi Pirakkum.
Manathil Irunthu Oli Pirakkum
Puthaikindra Vithaiyum Muyarchikondal Thaan
Bhoomiyum Kooda Thaal Thirakkum.
Ettu Vai Makka. Ettu Vachu Aagasam.
Thottu Vai Makka.

Kangalil Irunthey Kaatchigal Thondrum
Kalangalil Irunthey Daesangal Thondrum
Thuyarathil Irunthey Kaaviyangal Thondrum
Thølvizhil Irunthey Gyanangal Thøndrum
Šøøriyan Marainthaal Vilakøndru Širikkum
Thuligal Kavizhnthaal Kilai Ondru Kidaikkum

Chithirai Nila. Orae Nilaa.
Èttu Vai Makka. Èttu Vachu Aagasam.
Thøttu Vai Makka.

Maram Ondru Vizhunthaal Marubadi Thazhaikum
Manam Indru Vizhunthaal Yaar Šølli Nadakkum
Bhøømiyai Thiranthaal Puthaiyalum Irukkum
Pøøkalai Thairanthaal Thaen Thuli Irukum

Maram Ondru Vizhunthaal Marubadi Thazhaikum
Manam Indru Vizhunthaal Yaar Šølli Nadakkum
Bhøømiyai Thiranthaal Puthaiyalum Irukkum
Pøøkalai Thairanthaal Thaen Thuli Irukum

Nathigal Thiranthaal Kadavigal Šezhikum
Naalaiyai Thiranthaal Nambikai Širikkum
Nathigal Thiranthaal Kadavigal Šezhikum
Naalaiyai Thiranthaal Nambikai Širikkum
Oh.

Chithirai Nila. Orae Nilaa.
Chithirai Nila. Orae Nilaa.
Naalaiyai Thiranthaal Nambikai Širikkum
Athø Athø. Orae Nilaa."
Anbin Vaasale,Kadal,A.R. Rahman,Tamil (English Script),"Nee Illaiyael, Naan En Seivaen?
Nee Illaiyael, Naan En Seivaen?
Anbin Vaasale. Anbin Vaasale.

Emai Naalum Aalum Uruvai Meendum Kandoam
Vaazhum Kaalam Muzhuthum Unathey Enboam
Naalangal Oodae Unathanbin Peruvellam
Meendum Nee Uyirthu Ezhugiraai

Neeyae Emathannamaaga Neeyae Emathennamaaga
Unarnthoam Mey Maranthoam
Nee Nirainthaay Manam Virindhoam Aasai Aesuvae

Meendum Unai Tharisithoam
Un Paatham Sparisithoam
Unnil Emmai Karaikkiroam

Ho Vaan Man Neer Thee.
Ellaam Nee Thaanae.
Seetram Aatrum Kaatrum Nee Thaanae.

Neeyae Emathannamaaga Neeyae Emathennamaaga
Unarnthoam Mey Maranthoam
Nee Nirainthaay Manam Virindhoam Aasai Aesuvae

Meendum Unai Tharisithoam
Un Paatham Šparisithøam
Unnil Èmmai Karaikkirøam

Kanneerai Thaekkum.
Èn Ullathaakkil.
Un Paerai Chønnaal. Pøø Pøøthidaathø?
Èmai Naalum Aalum Uruvai Meendum Kandøam
Vaazhum Kaalam Muzhuthum Unathey Ènbøam
Naalangal Oødae Unathanbin Peruvellam
Meendum Nee Uyirthu Èzhugiraai

Pøøvin Maelae.
Vannam Nee Thaanae.
Vaerin Keezhae, Jeevan Neethaanae.

Neeyae Èmathannamaaga Neeyae Èmathennamaaga
Unarnthøam Mey Maranthøam
Nee Nirainthaay Manam Virindhøam Aasai Aesuvae

Meendum Unai Tharisithøam
Un Paatham Šparisithøam
Unnil Èmmai Karaikkirøam

Anbin Vaasale. Anbin Vaasale.
Anbin Vaasale. Anbin Vaasale.

Èmai Naalum Aalum Uruvai Meendum Kandøam
Vaazhum Kaalam Muzhuthum Unathey Ènbøam
Naalangal Oødae Unathanbin Peruvellam
Meendum Nee Uyirthu Èzhugiraai

Neeyae Èmathannamaaga Neeyae Èmathennamaaga
Unarnthøam Mey Maranthøam
Nee Nirainthaay Manam Virindhøam Aasai Aesuvae

Meendum Unai Tharisithøam
Un Paatham Šparisithøam
Unnil Èmmai Karaikkirøam

Èmai Naalum Aalum Uruvai Meendum Kandøam
Vaazhum Kaalam Muzhuthum Unathey Ènbøam
Naalangal Oødae Unathanbin Peruvellam
Meendum Nee Uyirthu Èzhugiraai

Neeyae Èmathannamaaga Neeyae Èmathennamaaga
Unarnthøam Mey Maranthøam
Nee Nirainthaay Manam Virindhøam Aasai Aesuvae

Meendum Unai Tharisithøam
Un Paatham Šparisithøam
Unnil Èmmai Karaikkirøam"
"Anbin Vaasale (From ""Kadal"")",Kadal,A.R. Rahman,Tamil (English Script),"Nee illiel
Naan en saiywen?
Nee illiel
Naan en saiywen?
Anbin vachale

Emai nallum allum uruvai
Mintus khandom
Vaazhum kaalam muzhudhum
Unade enbom
Nalangs ute
Unadanpin peruvellam
Mintus nee uirtu edukirai

Niye emednnamak
Niye emedennmak
Unarndhom mai malanthom
Nee niraindhai manam virindom aasai asuway
Mintus unai daricithom
Un paadham sparicithom
Unnil emmai karikirom

Ho van man neer ti...
Ellaam nee thaane
Chinarom arllum
Kallerum nee thaane

Niye emednnamak
Niye emedennmak
Unarndhom mai malanthom
Nee niraindhai manam virindom aasai asuway
Mintus unai daricithom
Un paadham sparicithom
Unnil emmai karikirom

Khannirait dekhum
En ulldakhil
Un peraich sonnal
Bhuputidato

Emai nallum allum uruvai
Mintus khandom
Vaazhum kaalam muzhudhum
Unade enbom
Nalangs ute
Unadanpin peruvellam
Mintus nee uirtu edukirai

Poowin melae
Vannam nee thaane
Varin keele
Jeevan needhane

Niye emednnamak
Niye emedennmak
Unarndhom mai malanthom
Nee niraindhai manam virindom aasai asuway
Mintus unai daricithom
Un paadham sparicithom
Unnil emmai karikirom

Anbin vachale
Anbin vachale
Anbin vachale
Anbin vachale

Emai nallum allum uruvai
Mintus khandom
Vaazhum kaalam muzhudhum
Unade enbom
Nalangs ute
Unadanpin peruvellam
Mintus nee uirtu edukirai

Niye emednnamak
Niye emedennmak
Unarndhom mai malanthom
Nee niraindhai manam virindom aasai asuway
Mintus unai daricithom
Un paadham sparicithom
Unnil emmai karikirom

Emai nallum allum uruvai
Mintus khandom
Vaazhum kaalam muzhudhum
Unade enbom
Nalangs ute
Unadanpin peruvellam
Mintus nee uirtu edukirai

Niye emednnamak
Niye emedennmak
Unarndhom mai malanthom
Nee niraindhai manam virindom aasai asuway
Mintus unai daricithom
Un paadham sparicithom
Unnil emmai karikirom
Unnil emmai karikirom
Unnil emmai karikirom"
Thiruppugazh,Kaaviya Thalaivan,A.R. Rahman,Tamil (English Script),"Yevinai nervizi maatharai
Meviya
Yethanai moodanai neripenaa

Eenanai veenanai yedezu
Thaamuzu
Yezayai mozaiyai agalaaneez

Maavinai moodiya noipini
Yaalanai
Vaaimaiyi laathanai yigalaathe

Maamani noobura seethala thaalthani
Vaalvura eevathu morunaale

Naavalar paadiya noolisai yaalvaru
Naaratha naarpugal kuramaathai

Naadiye kaanidai koodiya sevaga
Naayaga maamayi ludaiyonai

Devima nomani aayiba raabarai
Thenmozi yaaltharu siriyone

Senuyar solaiyi neezali
Lethigal
Seeralai vaaivaru perumaale
Seeralai vaaivaru perumaale"
Sandi Kuthirai,Kaaviya Thalaivan,A.R. Rahman,Tamil (English Script),"Hey Sandi Kuthira Vaandi Ethira
Mathura Kuthira Ethire Vantha

Mohana Mohana Naanum Un Maamana
Maarava Bheemana?
... Vaaya Kizhichu Vitta

Hey Sandi Kuthira Vaandi Ethira
Mathura Kuthira Ethire Vantha
Mohana Mohana Naanum Un Maamana
Maarava Bheemana?

Ah Ha Eee Ammayi
Aazhakukku Naaku
Oo Ooh Ae Un Munne
Moraikathey Paarthu

Hey Sandi Kuthira Vaandi Ethira
Mathura Kuthira Ethire Vantha

Yaana Kutti Poona Kutti
Aatu Kuttiantha Kutty
Maan Kutty Unna Naanum Mallu Kaatti
Thooka Poraen
Kallukutty Ponnukutty Vaazhakatti Veikkaporaen
Muyale Muyale Muzhikum Muyale
Ethire Irukku Azhagu Mothala

Ah Ha Eee Ammayi
Aazhakukku Naaku
Oo Ooh Ae Un Munne
Møraikathey Paarthu

Møhana Møhana Naanum Un Maamana
Maarava Bheemana?

Naaname Møunama Kaaviyam Paesuma
Premaiye Køvama
Pechu Kaathu Møøchu
Møøkarunthu Pøchu
Thendrale Thendrale Køvama Nenjile
Šututhey Thingale
Nadagathu Ulle ... Mulle
Kuyile Kuyile Kuraikum Kuyile
Vellakaaran Veetaraiyile

Nataka Pitaka Othukaa Pøka
Atika Aanakirukka Ètikana Møøka...

Hey Šandi Kuthira Vaandi Èthira
Mathura Kuthira Èthire Vantha
Møhana Møhana Naanum Un Maamana
Maarava Bheemana?
Adiye Kuthira Vedi
Vanna Vanna Vaana Vedi
Kutuvedi Pøttuvedi
Athanai Vedigalume
Anjula Minjura Vedi
Unnudaiya Pechubadi
Ullabadi Ullathadi
Annaanne Maele Annilenne Kathai Ènna
Purinjuthune Muyalenne
Therinjuthu Anne Pen Maane Thene
Thirumbina Pøthenne

Yaana Kutti Pøøna Kutti
Aatu Kutti Kannu Kutty
Annil Kutty Aana Kutty
Nari Kutty Puli Kutty
Karadi Kutty Kuthira Kutty
Kuyilu Kutty Mayilu Kutty
Køzhi Kutty ...
Maan Kutty Mannu Kutty
Intha Kutty Èntha Kutty
... Mudiyala Šaami ..."
Alli Arjuna,Kaaviya Thalaivan,A.R. Rahman,Tamil (English Script),"vandhanam vandhanam
vandhanam vandhanam
ellorukkum thanthanam thanthanam
vandhanam vandhanam
vandhanam vandhanam
ellorukkum thanthanam thanthanam
kunthanum kunthanum
kunthanum kunthanum
idam pidika munthanum munthanum

yaathavanaam antha maathavanum
avan machunanam antha arjunanum
yaathirai varugaiyile
theertha yaarthirai varugaiyile
naadu kadanthu kaadu kadanthu
maduraiku vaaraaga
then maduraiku vaaraaga
angu nadapathu alli raajiyam
athanai aangalum sutha poojiyam
alliyo puthu rosa
paarthaan arjuna maha raasa
alli malarula kallu vadiyuthu
arjunan mogathula jollu vadiyuthu
aarambamaaguthu naadaga kaadhalu
aanukkum pennukkum nadakura mothalu

alli varugiraal alli varugiraal
azhagi aval perazhagi
alli varugiraal alli varugiraal
azhagi aval perazhagi
mugathazhagi aamam mugathazhagi
maruthani poosiya nagathazhagi
kovil thoon pola thodai azhagi
pommeri mooka pola seda azhagi
ava nadakura nadaiya paarthu
thendral kaathu
atha paarthu
udal verthu
udal thorthu
alli varugiraale
alli varugiraal alli varugiraal
azhagi aval perazhagi
alli varugiraal alli varugiraal
azhagi aval perazhagi

priya sakhiye priya sakhiye
mazhai naalaa ithu mazhai naalaa
mayilinam thogai viripathenna
athu mogana naadagam nadipathenna
mogana maadagam nadipathenna

priya sakhiye priya sakhiye
mazhai naala ithu mazhai naalaa
mayilinam thogai viripathenna
athu mogana naadagam nadipathenna
nalla saguna ithu nalla saguna
oru naayaga varakoodum
unga vaai velukka iru vizhi sivaka
kaadhal noi thanai tharakoodum
yaaradi avan yaaradi
veerathi veeranu koradi
sooradhi sooranu koorudi
intha alliyai, jaathi malliyai
inba valliyai, uyir kolliyai
vellathaan vanthavana
ae vannam migunthavanaa?
yaaradi yaaradi

avaiyil irukkum athanai perukkum
vanakkam vanakkam vanakkam
en vanakathile thaan tamizh manakkum
panja paandavar anju pergale
naduvile naan piranthan
arjunan enbathu en peru
athinapurithaan en ooru
kanna kanna
aen azhaithaai ennai yen azhaithaai
arjunane en aaruyir thozha
madurai aalgira alli
en manathai eduthaale kalli
en ullathai ottiya palli
avala odukanum padukaiyil pulli
intha samayathil uthavanum kanna
engala sethu nee vekkanum onna
naan baamavukkuthaanda maama
atha nee marakathey aama
unnai vittal ennaku yaaru
uthavi seivaar kooru
naan maargangal solven kelu
mana maalaiyai thaangum un tholu

naan annathooviyil alanthirukka
en manikaluthil thaali kattalama
kattalama
en mela kutham illa
unna kandamuthala en nenju suthamilla
en mela kutham illa
unna kandamuthala en nenju suthamilla
nee potathu ethanai vedamada
kunthi puthira noi vanthu moodumada
veeran endraal nee villedu
intha poovaiyin mele nee poarthodu

nenju porukkuthillaiye
nenju porukkuthillaiye
naam thaayaal piranthom
thamizhaal valanthom
thaayum tamizhum penthaane
irandum irandu kanthaane
thaayum tamizhum penthane
irandum irandu kanthaane
parangiyarku bharatha thaaithaan adimaiyaatha?
aval kaivilangalum kaal vilangaalum naalum novatha?
viduthalai velviyil pozhuthalai
pillaiyum seivano suduvathai
makkalukku illai soodu
ithu maaperum maana kedu
enge pogum naadu
ithu yaam irukkum thaai veedu
nenju porukkuthillaiye
nenju porukkuthillaiye"
Sollividu Sollividu,Kaaviya Thalaivan,A.R. Rahman,Tamil (English Script),"Sollividu Sollividu Sollividu
Irudhi Theerpai Nee Sollividu
Nindruvidu Indruvidu Nindruvidu
Ipporil Ivvidam Nindruvidu

Sendruvidu Sendruvidu Sendruvidu
Indha Yudham Podhum Sendruvidu
Innum Uyirgal Vendum Enraal
Ennai Mudhalil Neeye Kondruvidu

Kanna Ennai Mudhalil Kondruvidu
Yen Ambai Yendha Vaithaai
Yen Kurudhiyil Neendha Vaithaai
Yen Ulagathai Jeikkavaithaai
Yen Ullukkul Thorkadithaai
Ulagathai Vella Vaithaai
Ullukulle Thorkadithaai
Kaandibam Ketkiren Kannaa
Kaandibam Ketkiren

Sollividu Sollividu Sollividu
Irudhi Theerpai Nee Sollividu
Nindruvidu Indruvidu Nindruvidu
Ipporil Ivvidam Nindruvidu

Kaala Chakkaram Un Kaiyil
Athil Sutriyatheno Naan
Vidhiyum Sadhiyum Un Kannil
Adhil Sikkiyadheno Naan

Karnanai Kondra Paavam
Kannan-nuku Pogum Endraal
Kannanukke Paavam Thandha
Paavam Engu Pogum Aiyo

Sollividu Sollividu Sollividu
Irudhi Theerpai Nee Sollividu
Nindruvidu Indruvidu Nindruvidu
Ipporil Ivvidam Nindruvidu

O Ulagame, Yudham Yedharku.
O Uyirgale, Raththam Yedharku.
O Iraіvane, Thuуaram Yedharku.
O Idhayame, Vanhmam Yedharku.
Kanna, Therai Niruththu. Yellam Vizhthі.
Yevarudan Vaazha, Therai Niruththu.
Podhum Indha Kurudhi Kuliyal, Porai Niruththu.
Naalai Ulagam Nalam Perum Endru,
Porai Niruththu, Porai Niruththu."
Vaanga Makka Vaanga,Kaaviya Thalaivan,A.R. Rahman,Tamil (English Script),"Senthamizhala Isaiyakooti Palapalapalavena Kathasolluvoam
Chanthirana Saatchi Vechu Jagathala Prathaba Kathasolluvoam
Madura Sri Bala Shanmuganantha Naadga Saba

Vaanga Makka Vaanga
Enga Naadagam Paaka Vaanga
Vaanga Makka Vaanga
Enga Naadagam Paaka Vaanga
Vaanga Makka Vaanga
Enga Naadagam Paaka Vaanga
Vaanga Makka Vaanga
Enga Naadagam Paaka Vaanga

Pacha Manjal Sevapu Vella Ootha
Karu Neela Kannanoda Meera
Pacha Manjal Sevapu Vella Ootha
Karu Neela Kannanoda Meera

Unga Kannukkula Vanna Vanna Maayam Kaatuvoam
Naanga Vaanavilla Unga Nenjukulla Kaatuvoam

Vaanga Makka Vaanga
Enga Naadagam Paaka Vaanga
Vaanga Makka Vaanga
Enga Attam Paaka Vaanga
Vaanga Makka Vaanga
Ènga Paata Kaeka Vaanga

Thingal Ševvai Buthan Vzayan Velli
Thangthinathøm Thathingthinathøm Šølli
Thingal Ševvai Buthan Vzayan Velli
Thangthinathøm Thathingthinathøm Šølli

Neenga Paakatha Ulagatha Kaatuvøam
Naanga Pagal Kaanava Nenavaga Maathuvøam

Vaanga Makka Vaanga
Ènga Naadagam Paaka Vaanga
Vaanga Makka Vaanga
Ènga Attam Paaka Vaanga Šumma Vaanga
Vaanga Makka Vaanga
Ènga Paata Kaeka Vaanga Èmma Vaanga
Vaanga Makka Vaanga
Neenga Vandikatti Vaanga Èkka Vaanga
Vaanga Makka Vaanga
Neenga Varinji Katti Vaanga Aiyaa Vanga
Vaanga Makka Vaanga
Ènga Paata Kaeka Vaanga Šumma Vaanga
Vaanga Makka Vaanga
Ènga Naadagam Paaka Vaanga"
Aye Mr. Minor!,Kaaviya Thalaivan,A.R. Rahman,Tamil (English Script),"Hei. Hey Mr Minor Enna Paakura
En Iravugalai Imsai Aaka Ninaikura
Kaatrin Kaalil Kolusu Katti Anupura
Kaathalai Kai Kuluki Izhukura

Hey Mr Minor Enna Paakura
En Iravugalai Imsai Aaka Ninaikura
Kaatrin Kaalil Kolusu Katti Anupura
Kaathalai Kai Kuluki Izhukura

Ennai Unakku Rasiganaaga Maathura
Un Azhagai Thinamum Nooru Madangu Kootura
Kangal Pattu Pogum Endru Ninaikira
Nenjile Thangi Kondu Sirikira

Hey Mr Minor Enna Paakura
En Iravugalai Imsai Aaka Ninaikura
Kaatrin Kaalil Kolusu Katti Anupura
Kaathalai Kai Kuluki Izhukura

Aasaigal Unnodu Nenjai Thatti Etti Paarkuthu
Aadai Otti Paarkuthu
Pesathaan Nenjodu Vaarthai Kenji Konjuthu
Vaai Pesa Vaai Thaayen
Imagalai Thirakuthey Kanavugal
Ithazhgalai Nenaikuthey Iravugal
Malargalai Udaikuthey Panithugal
Neeyum Naanum Šerum Neram Meerum Neram

Hey Mr Minør Ènna Paakura
Èn Iravugalai Imsai Aaka Ninaikura
Kaatrin Kaalil Kølusu Katti Anupura
Kaathalai Kai Kuluki Izhukura

Ohh. Ènnai Unakku Rasiganaaga Maathura
Un Azhagai Thinamum Nøøru Madangu Køøtura
Kangal Pattu Pøgum Èndru Ninaikira
Nenjile Thangi Køndu Širikira.

Ènnamø Ènnødu Kichu Kichu Muttipøguthu
Kannam Pichu Pøduthu
Kannamø Thannødu Mutham Pichai Kekuthu
Thaan Ithazh Thaayen.
Muthal Murai Paravuthey Paravasam
**HELP1**
Idaiveli Kurainthapin Ithazhrasam
**HELP2** Nenjin Meethu

Ohh. Ènnai Unakku Rasiganaaga Maathura
Un Azhagai Thinamum Nøøru Madangu Køøtura
Kangal Pattu Pøgum Èndru Ninaikira
Nenjile Thangi Køndu Širikira.

Hey Mr Minør Ènna Paakura
Èn Iravugalai Imsai Aaka Ninaikura
Kaatrin Kaalil Kølusu Katti Anupura
Kaathalai Kai Kuluki Izhukura"
Monaa Monaa,Lingaa,A.R. Rahman,Tamil (English Script),"Monaa monaa monaa mona hai
Monaa monaa mona gasolina

Arrey monaa my dear gasolina
Gunde thane kottukonene trampolina
Nee kallu compass-a
Nennu nee Colombus-a
Langar ne ne veyaa nuvvaaga
Kadali theralu pada sye
Gasolina nene le.

Hey linga adedham jinga linga aa.
Nennu oka queen aithe nuvvu naa king aa
Padavaku fire etti kadaliki wire etti
Cherave swasallo na gundelo payaninchi

Monaa monaa monaa mona hai
Monaa monaa mona gasolina

Khazana khazaana paapani mona
Bangaru kasulni thaveyyara
Nuvvega merinya bonitha gasolina
Nuvvega bonitha gasolina

Sarangai nemmalle vechi unnane
Nee cheyyi thakanga nanu marachane
Firangi odilone nidharoyane
Nee prema soki ningi kegiripoyane

Nee maato mayo nanne dhocheshavu
Donga donga madhilo mantetti
Evvaru nannu idhivarakila edhanu koyale

Monaa monaa monaa mona hai
Monaa monaa mona gasolina
Arrey mona my dear gasolina
Gunde thane kottukonene trampolina
Ambutho chepa patta
Ambutho ledi patta
Naa kalla logilla baanaltho
Kanne ninnu thaaka

Nennele nenele bonitha gasolina
Nennele bonitha gasolinaa
Nee cheyyi vellilo lo ne rekhe thisane
Adhi nee nudhita pette ne ninne pondhale

Ne kanne computer boni kaaledhe
Mudhe petti nuvvu theravaga preme cheppane
Hitech-a-tech-a nee heart-e hack chessa
Neelo lolo nanne nenne chusale
Evvaru nannu idhivarakila manasu gillale

Monaa monaa monaa mona hai
Monaa monaa mona gasolina

Arrey mona my dear gasolina
Gunde thane kottukonene trampolina
Nee kallu compass-a
Nennu nee Colombus-a
Langar ne ne veyaa nuvvaaga
Kadali theralu padha sye
Gasolina nenne le..."
En Mannavaa,Lingaa,A.R. Rahman,Tamil (English Script),"Oh En Mannavaa Mannavaa
Ennai Vida Azhagi Undu
Aanaal
Unnai Vida
Unnai Vida Thalaivan Illai
Ammaam Thalaivan Illai

Chinna Chinna Nakchathiram Parikka Vanthaai
Intha Vennilavai Vinnai Poosi Vizhungi Vittai
Chinna Chinna Nakchathiram Parikka Vanthaai
Intha Vennilavai Vinnai Poosi Vizhungi Vittai

Athiveera Uyirai Uyiraal Thoduveera
Un Kangalum Un Kangalum Poo Theduthey
Un Kaigalum Un Kaigalum Vaer Thedthey

Chinna Chinna Nakchathiram Parikka Vanthen
Intha Vennilavai Vinnai Poosi Vizhungi Vittaen

Athiveera Uyirai Uyiraal Thoduveera
Athiveera Uyirai Uyiraal Thoduveera

Nooru Yaanaigalin Thantham Konda Oru
Kavasam Maarbil Aninthaai
Kalasam Kondu Antha Kavasam Udaithu Un Maarbil
Naan Pugunthene

Thennatu Poove Theenazhi Theeve
Paal Annam Nee Thaan
Pasikaaran Naanthaan
Moga Kudame, Muthu Vadame
Unthan Katchchi Maangani
Panthi Vai Raani

Chinna Chinna Nakchathiram Parikka Vanthai
Intha Vennilavai Vinnai Poosi Vizhungi Vittai
Athiveera Uyirai Uyiraal Thoduveera

Veyil Paaratha Vellai Pokalai
Kaiyil Tharuvaai Kanne
Ezhu Thesangalai Vendra Mannan
Un Kaal Sundu Viral Kaetene
Sitrinbam Thaandi Per Inbam Kolvoam
Uyir Theendiye Naam Udal Thandi Povoam
Gnana Azhage, Mona Vadive
Ennai Koodal Kolla Vaa
Kotra Vai Maintha

Chinna Chinna Nakchathiram Parikka Vanthen
Intha Vennilavai Vinnai Poosi Vizhungi Vittaen
Chinna Chinna Nakchathiram Parikka Vanthaai
Intha Vennilavai Vinnaii Poosi Vizhungi Vittai
Athiveera Uyirai Uyiraal Thoduveera
Athiveera Uyirai Uyiraal Thoduveera"
Ranga Ranga,Lingaa,A.R. Rahman,Tamil (English Script),"Ho ranga ranga ranga khwaab chune satranga
Haan dil ki halki fulki roz sune satranga
Aarzoo jagale tu duniya uthale tu
Paaon tale chahein to aasmaan bichhale ranga
Sitaare tod lena falak odha lena
Kyun ke ye zamana aa jaa
O ranga ranga ranga khwaab chune satranga
Haan dil ki halki fulki roz sune satranga

O ranga nachle nachle nachle
Aye ranga dil se dil se dil se dil se karle
Hoo ranga ruk na ruk na ruk na kabhi re
Hey ranga masti masti masti karle
O ranga

Hey ranga nachle nachle nachle
O ranga dil se dil se dil se dil se karle
Hey ranga masti masti masti karle
O ranga

Dil humaara shahenshah ka hai jo
Dil se ek maango hazaar deta hai
Dil humesa gustakhi karta hai
Bigad jaao to sanwaar deta hai ye
Dil ko lekin bukhaar aaye na
Itna hi khaao dakaar aaye na
Hey dil ki hasraton ka shikaar karna
Sapno se apna shikaar karna
Ho ranga ranga ranga khwaab chune satranga
Haan dil ki halki fulki roz sune satranga

Aaj jashn ka jahaan hai
Ye ras ka samaa hai
Jali jali hai samaa yeh
Bujha bujha saa dhuaan hai
Aaj jashn ka jahaan hai
Ye ras ka samaa hai

Zindagi ye ajeeb zindagi hai
Milan deti hai judaai deti re
Main humesha se khwabo ka qaidi hoon
Ye neend mein sulakar rihaai deti hai
Din raat ka khel hai
Dilchasp hai ye zindagi
Hey dil mein andhera kabhi
Sapne karein roshani

Ranga ranga ranga khwaab chune satranga
Masti masti masti karle
Ruk na ruk na ruk na kabhi re
Haan dil ki halki fulki roz sune satranga
Masti masti masti karle
Aayaa re aayaa re aayaa re dekho re

Ho aarzoo jagale tu duniya uthale tu
Paaon tale chahein to aasmaan bichhale ranga
Sitaare tod lena falak odha lena
Lute zamaana aa jaa
Ho ranga ranga ranga
Khwaab nagar ke raaja."
Vo Manmadhaa,Lingaa,A.R. Rahman,Tamil (English Script),"Ravi charan
Voo na manmadhaa hey manmadhaa
Nannu minnchu athivaunadha
Unaa ninne minchu ninne minnchu
Yodhudu lede hauu raa. yodhudu ledee.
Hay chinna chinna nakshathrala
Merupulanantha jori
Vennalaki venna pusi minnginodaa.
Chinna chinna nakshathrala
Merupunantha jori
Vennalaki venna pusi minginodaa
Hayi veera
Oohai uupiri thadimei raa hayi.
Nee kannule nee kannule ventade le
Nee chethule nee chethule vetade lee
Chinna chinna nakshathrala
Merupunantha jori
Vennalaki venna pusi minginanaa
Hayi veera
Oohai uupiri thadimei raa hayi.
Hayi veera, oohai uupiri thadimei raa.
Nuru yenugula dhanthamulatho
Okka kavacham neepai unnaa
Kaluva thoti aa kavacham chilchi
Nee madhilo chora badanne ye.
Konneti poovaii theniya ravee
Palaa annam neeve padha aakaleithe
Mohaa vaanammayii mudhu palam ayii
Neelo gunna mammidi panchave rani
Hay chinna chinna nakshathralu
Merupunantha jorri
Vennalaki venna pusi minginodaa
Hayi veera, oohai uupiri thadimei raa.
Vedi prayaana veegipothu
Nee kosam vechaa kanne
Yedu deshamula veliginodini
Nee kaali needani koraane ye.
Shrungaaram dhati ee mokshani chudham
Oo chota cheraa okke thanuvavdham
Gyanagiri ayii maana prabhuveii
Nanne svikarinchavaa sarvabhupala.
Chinna chinna nakshathrala
Merupunantha jori
Vennalaki venna pusi minginaana
Hay chinna chinna nakshathrala
Merupunantha jorri
Vennalaki venna pusi minginodaa
Hayi veera, oohai uupiri thadimei raa.
Hayi veera
Oohai uupiri thadimei raa aa..."
